clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
produk berkualitas hanya saja pengiriman lambat hari baru dikirim setelah order,1,0,1,1,1,0
aaaa suka baguss banget tidak sia sia co pengiriman nya cepat packing nya aman lengkap,1,0,1,1,1,1
bagus,1,0,0,0,1,0
persen mntap,0,0,0,0,0,0
barang ori segel kualitas oppo emang jempolan nda kaleng kamera ciamik semoga awet,1,0,0,0,0,0
terimakasih barang sudah sampai sesuai dengan pesanan brg ori sesuai pesanan smoga awet,0,0,0,0,0,0
pengiriman cepat dapat warna silver yg limited,0,0,1,0,1,0
barang datang masih di segel barang berfungsi dengan baik pokoknya top markotop thanks seller,0,0,0,1,0,0
bagusss polll amanah juga,1,0,0,0,1,1
alhamdulillah pesenan sudah sampai dengan selamat dan keadaannya hp y bagus,1,0,1,0,1,0
memang xiomi dari dulu tidak pernah ngecewain joss lahhh,0,0,0,1,0,0
barang masih disegel pengiriman cepat tapi sayang aja sama kurirnya dilempar untung tidak kenapa pengisian baterai jam belum ada anti gores jadi beli terpisah hp a,0,0,1,1,1,0
bnib dapat yg seri lw a amerika garansi baru aktif setelah di pairing dengan iphone pengiriman instant cepat semoga awet mantapp,1,0,1,0,1,0
ekspedisi jne tidak profesional,0,0,0,1,0,0
makasih sudah diterima,0,0,0,0,0,0
barang original barang nya bagus,1,0,0,0,1,0
temen minta nitip di belikan karna tidak biasa belanja online,0,0,0,1,0,0
awalnya pengen pickup langsung ke tokonya tapi pas sudah sampai ternyata sudah dibawa sama kurir tokonya akhirnya janjian buat ketemuan di tengah jalan overall barangn,0,0,0,0,0,0
msh tersegel dengan rapih cukup bagus kwalitasnya,1,0,0,0,1,1
bagus pelayanan top,1,0,0,0,1,0
terima kasih barang sudah diterima dengan baik,0,0,0,1,0,0
barang masih segel garansi resmi berfungsi dengan baik,0,0,0,1,0,0
the best recomended seller wajib beli disini cepat responsif barang original,1,0,1,1,1,0
performa sistem bagus,1,0,0,0,1,0
tidak rugi beli keren mantappp,1,0,0,1,0,0
barang dh sampai dengan baik dan berfungsi terimakasih untuk kurirnya,0,0,0,1,0,0
barang sampai tujuan dengan selamat bagus gress cuma tadi kardus sobek dikit tapi its okey lah thankyou oppo official store terbaik,1,0,1,1,1,0
barang bagus dan pavcking aman,1,0,0,0,1,1
barang diterima dalam kondisi tersegel barang bagus dan murah harganya berdiskon tidak ada kendala dalam pemakaian pokoknya rekomendasi,1,1,0,1,1,0
yang di pesan silver yang datang putih padahal sudah ada video unboxing tapi seller tetap bilang sudah kirim barang dengan sesusai komplain sudah yang di bela seller,0,0,0,0,0,0
packing aman pake bubble dan kardus produk original warna dikirim sesuai request untuk harga juta bagus banget nih hp,1,0,0,0,1,1
ori segell mantapp samsung a m,1,0,0,0,0,0
alhamdulillah barang sampai dengan selamat diterima dalam kondisi yg baik pesanan sampai hari sebelum estimasi kemarin sampai hari ini langsung coba buat lari pagi,0,0,1,1,0,0
barang sesuai sama pesanan,0,0,0,0,0,0
sesuai dengan barangnya,0,0,0,0,0,0
seneng bangettt,0,0,0,0,0,0
pesanan sdh dtg sesuai bagus makasih,1,0,0,0,1,0
alhamdulillah barang sampai dengan selamat barang bagus masih segel kurirnya top dapet diskon beli ditokped dibanding mp yg lain thanks admin sudah dibantu,1,0,1,0,1,0
sempat kecewa karena model number produk zp a tapi seller memberi kompensasi seller merupakan reseller jadi hrs konfirm ke supplier tapi seller cukup ramah dan membant,0,0,0,1,0,0
tidak ada paking kayu tpi smua berfungsi dengan baik,0,0,0,1,0,0
ulasan pertama ni ka wkwkkw dapat apa ni,1,0,0,0,0,0
bagus,1,0,0,0,1,0
ada bonus eardbuds untuk pembelian xiaomi mantapplah,1,0,0,0,0,0
barang sudah nyampe hasil nya sangat memuaskan aku suka,0,0,0,0,0,0
produk asli tidak mengecewakan,1,0,0,1,0,0
barang sesuai deskripsi mudah mudahan tidak ada trouble,0,0,0,1,0,0
bagussssssssssssssssssssssssssssssssssssss,1,0,0,0,1,0
bagus hp mendarat dengan lancar makasih banyak,1,0,0,0,1,0
sesuaiiii hpnya ori kok maaf tidak ada gambar soalnya lagsg dipake anak,0,0,0,1,1,0
bagus,1,0,0,0,1,0
barang masih di segel mudah mudahan awettttttt,0,0,0,0,0,0
brg bagus jasa pengiriman lemot sekali,1,0,0,0,1,0
bagus keren,1,0,0,0,1,0
thanks oppo untuk packing top lah super aman dan hp dah dites alhamdulillah lancar dan thanks bonusnya nanti update setela seminggu pemakaian,0,0,0,0,1,1
performa sistem lumayan la sesuai harga jutaan kualitas pengerjaan intinya bagus saya suka karena ada satu tampilan fitur yang sangat membatu saya dalam bekerja ke,1,0,0,0,1,0
mntp,0,0,0,0,0,0
sesuai recomended seller semota awet,0,0,0,0,0,0
hpkunudah nyampek mksh ori dong,0,0,0,0,0,0
produk ori dan pegiriman cepat dan aman,0,0,1,0,1,1
bagus barang original terlihat premium berbobot tapi pengirimannya lambat bet sebelum nya pesen charger juga lambat selebihnya okee aih,1,0,1,1,1,0
produknya sampe cepet packing aman tqq kualitas pengerjaan bagus kejernihan lensa belum di setting performa sistem bagus,1,0,0,0,1,1
bagus sampai papua dengan aman,1,0,0,0,1,1
paket mendarat dengan baik kemasan rapi tdk cacat hanya kemungkinan paket dlm box tdk sama dg yg di harapkan pd program smartphone tsb kabel data type usb to c selebi,1,0,0,1,0,1
barang sampai tepat waktu dan sesuai,0,0,1,0,0,0
bagus masih di segel class,1,0,0,0,1,0
datang nya cepat pengiriman bagus packing bagus product bagus terimakasih samsung semoga awet,1,0,1,0,1,0
barang sudah sampai dan sesuai pesanan semoga awet terimakasih,0,0,0,0,0,0
paket diterima dengan keadaan baik dan tersegel tanpa ada yang cacat sedikitpun dan sudah dinyalakan berfungsi dengan normal,1,0,0,1,0,0
barang sesuai berfungsi baik pengiriman cepat,0,0,1,1,1,0
kardus penyok dari pengiriman tapi barang aman hp berjalan dengan baik mantappp poco,1,0,0,1,0,1
bagus amanah sesuai deskripsi pokoknya bagus,1,0,0,0,1,1
remommended banget sih sumpah barangnya original dan harganya benar lebih hemat dari ibox aku dapet yg garansi ibox pa a jadi pokoknya tidak ada bedanya sama beli di ibox re,1,0,0,1,0,0
kalo dari official mah ngak usah ragu dijamin original dengan segel asli dan imei fresh,1,0,0,0,0,0
barang baru sesuai dengan deskripsi berfunhsi normal,0,0,0,0,0,0
barang asli dan berkualitas baik packing juga sangat aman ada perlindungan,1,0,0,1,0,1
paket sudah diterima dengan baik dan pengiriman nya sangat cepat semoga hp nya awet,0,0,1,1,1,0
barang sampai tujuan dengan aman keseluruhan,0,0,0,0,0,1
dus masih disegel namun belum saya unboxing,0,0,0,0,0,0
bagus,1,0,0,0,1,0
laki laki tidak bercerita,0,0,0,1,0,0
bagus,1,0,0,0,1,0
bagusss yg mau beli jangan ragu ya,1,0,0,0,1,0
sellernya sat set langsung dikirim hari itu juga pertama kali pakai produk vivo pelayanannya memuaskan barang sampai ditempat lengkap tanpa kekurangan terima kasih,0,0,0,0,0,0
sampai,0,0,0,0,0,0
barang bagus dan sesuai pengiriman gacor,1,0,0,0,1,0
alhamdulillah barang original terima kasih oppo store,1,0,0,0,0,0
beli di official store lebih aman dan nyaman responsif penjual cepat packing aman pake bubble wrap order jumat sblm jam hari sabtu nya sampai rumah,0,0,1,1,1,1
unit telah diterima dengan baik rekomendasi untuk dipakai anak kecil karena sudah teruji standard militer,0,0,0,1,0,0
finally sampe jugak di tangan check out jun sampai malaysia juli over all suka banget sama ni hp barang benar bnib segelan no repack desain nya keren bangettt,0,0,0,0,0,0
cocok,0,0,0,0,0,0
barang nya dtg kondisi baik bagus toko nya amanah kurir nya ramah,1,0,0,1,1,1
bagus barang bagus bagus barang bagus,1,0,0,0,1,0
bagus,1,0,0,0,1,0
ori kualitas bagus responsif cepat packing rapi,1,0,1,1,1,1
bagus,1,0,0,0,1,0
barang datang dengan selamat packing bagus tebal dan berlapis lapis perlu waktu menit untuk unboxing wkwk untuk hp nyala tapi belum dicoba yang lain seperti s,1,0,1,0,1,0
paket sudah sampai dgn aman masih segel bagus,1,0,0,0,1,1
packing rapih pengiriman cepat,0,0,1,0,1,1
origignal xiaomi official,0,0,0,0,0,0
barang aman dan segel,0,0,0,0,0,1
alhamdulillah paket sdh sampai mudah mudahan berguna hanya sesali aja dengan perjanjian pengirimannya jadi mundur,0,0,0,0,0,0
barang sudah sampai sesuai dengan pesanan semoga awet tokonya amanah,0,0,0,0,0,1
bagus barang sesuai dan warna sesuai promo diskon sukses selalu,1,0,0,0,1,0
untuk barang telah diterima sesuai dgn pesanan dan tidak ada masalah yg bermasalah adalah di pengirimannya menggunakan ninja xpress pesanan dibuat tanggal juni,0,0,0,1,0,0
barang segel pengiriman standard ready,0,0,0,0,0,0
mkasih brang nya bagus,1,0,0,0,1,0
barang sangat rekomendasi bangwt bagus banget sukses sllu buat vivo,1,0,0,0,1,0
sampai dengan baik packing aman sofar sudah pakai seminggu cukup puas baterai awet bisa bertahan seharian dan cukup enak di saat di gunakan,0,0,0,1,0,1
alhamdulillah paket sudah sampai semoga awet,0,0,0,0,0,0
mantappp datang tepat wkt dan barang amannn next time order lg,1,0,1,0,0,1
bagus banget,1,0,0,0,1,0
paketnya sudah kami terima produknya original belum di unboxing semoga saja produknya berfungsi dengan baik tanpa ada kerusakan thanks seller tokopedia k,1,0,0,1,0,1
pengiriman cepat dan packing rapih,0,0,1,0,1,1
super lambat,0,0,1,1,1,0
amanah,0,0,0,0,0,1
trima kasih pesanan sudah sampai,0,0,0,0,0,0
bagus dan ori,1,0,0,0,1,0
barang bagus berfungsi dengan baik,1,0,0,1,1,0
mksih paketnya dtg dgn selamat sesuai ekspektasi sudah kedua kali pesen di toko ini,0,0,1,0,0,0
pesanan sesuai pengiriman cepat lengkap dan aman banget pengemasan nya jangan ragu order di sini,0,0,1,0,1,1
barang segel pengiriman cepat terbaik dah paokoknya,0,0,1,1,1,0
barang sampai again terlambat tapi kondisi ketika sampai aman,0,0,1,1,1,1
lorem ipsum dolor sit amet consectetur adipiscing elit cras sodales sapien quis augue tempor sagittis suspendisse potenti sed accumsan velit et nunc hendrerit vitae,0,0,0,0,0,0
pengiriman cepat dan aman barang dikemas dengan baik dan tebal barang bisa berfungsi dengan baik admin juga cepat menjawab pertanyaan pertanyaan di chat terima kasih,0,0,1,1,1,1
barang masih tersegel tidak ada kendala dan cepet sampenya sesuai estimasi yang muncul toko amanah,0,0,0,1,0,1
pengiriman cepat barang ori,0,0,1,0,1,0
barang sampai dengan selamat semoga awet,0,0,1,0,0,0
hp sesuai deskripsi bagus komplit dan penjual ramah sukses terus kedepannya,1,0,0,1,1,0
bagus barang sesuai,1,0,0,0,1,0
bagus dan aman,1,0,0,0,1,1
terbaik,0,0,0,1,0,0
bagus malam kurirnya antar ke rumah ip sampai dengan aman hadiah buat anak senang banget dia mksh ya,1,0,0,0,1,1
barang masih di segel aman garansi bagus speknya gahar untuk maen game,1,0,0,0,1,1
sempat deg deg an tapi akirnya alhamdulillah syukron sekernya ramah sekali,0,0,0,1,0,0
bagus bro hp ori buat gaming juga joss,1,0,0,0,1,0
barang bagus segel bubble wrap sedikit banget kardusnya kegedean,1,0,0,0,1,1
sept dng jt sebanding it,0,1,0,0,0,0
makasih banyak bosku barang sudah mendarat real kulit nya baik banget,0,0,0,1,0,0
minta pa a di kasih sa a tanpa konfirmasi,0,0,0,0,0,0
masyaallah alhamdulillah cepat responsif dikirim sesuai pesanan garansi tam pakai paxel x jam sampai dari jkt ke solo sudah saya test hari unit berfungsi normal,0,0,1,1,1,0
bagussssss,1,0,0,0,1,0
hp gk sesuwi ekpetasii kamera buruk batere cepet habis gk sesuwai omongan pas di live,1,0,0,1,0,1
original,1,0,0,0,0,0
luar biasa barangnya benar ori bagus,1,0,0,0,1,0
bagus bangtt rekomendasi pokoknya,1,0,0,0,1,0
sudah di video unboxing dan menyala dengan baik pengiriman cepat kemasan dengan buble yg tebal sehingga aman,0,0,1,1,1,1
barang sudah sampe walaupun agak telat,0,0,1,0,0,0
thanks dapet unit ibox,0,0,0,0,0,0
trimakasih paket sudah saya terima dengan baik tida ada yg buruk semoga toko nya tambah suses terus,1,0,0,1,0,1
top markotop,0,0,0,0,0,0
baru sampe dari pengiriman kurir langsung di unboxing karena penasaran dengan tampilan terbaru dari kamera serta one ui nya selalu menarik memang terobosan dari samsung,0,0,0,0,0,0
bagus ori,1,0,0,0,1,0
proses kirim lambat,0,0,1,1,1,0
pesanan sudah sampai barang bagus mulus kurirnya jg bagus sopan cuma barang belum saya coba idupin bagus pokonya dari segi pisik dan peking terimakasih,1,0,0,1,1,0
pengiriman rapi dan cepat barang berfungsi baik sdh dicoba semingguan ini cukup intuitif fit ini semoga awet sengaja cari samsung biar match smua hp earphone dan s,0,0,1,1,1,1
admin cukup cepat merespon barang masih tersegel barang yang dikirim sesuai deskripsi yang ditulis catatan di pengiriman aja karena driver tidak tau kenapa dicancel te,0,0,1,1,1,0
barangnya sudah di terima dengan baik,0,0,0,1,0,0
barang original,1,0,0,0,0,0
terbaik tuk barangnya rekomendasi seller,0,0,0,1,0,0
tambah garansi untuk setahun packing super aman sih bagus pengiriman juga super ekspress banget kualitas hp bagus punya sayangnya emg tidak dapet adaptor untuk casan lagi,1,0,0,1,1,1
cantik sesuai pesanan,0,0,0,0,0,0
barang ori segel packing aman,0,0,0,0,0,1
alhamdulillah barang aman bagus banget rekomen pokonya,1,0,0,0,1,1
barangnya bagus dan,1,0,0,0,1,0
barang sesuai dengan deskripsi,0,0,0,0,0,0
bagus a g datang dg selamat,1,0,1,0,1,0
sampai dengan selamat dan barang sempurna,0,0,1,0,0,0
cakep,0,0,0,0,0,0
good banget,0,0,0,0,0,0
barang masih disegel waktu sampai dan garansi resmi berfungsi dengan baik kualitas barang original pasti top,1,0,0,1,0,0
bagus,1,0,0,0,1,0
bagusss mantapppppppp mantullll llllllllll,1,0,0,0,1,0
barang sesuai lancar jaya semoga awet,0,0,0,0,1,0
paketnya telah diterima barangnya masih tersegel tidak ada kerusakan selama pengiriman dan hpnya berfungsi dengan baik semoga awet dipakainya,1,0,1,1,0,1
hpnya real ori oppo ngak nyesel beli online,0,0,0,0,0,0
ntap,0,0,0,0,0,0
barang sangat bagus dan tersegel tapi pengiriman nya agak bikin kesel tidak di antar akhirnya dijemput sendiri ke tempat pengiriman nya,1,0,0,1,1,0
mks krna sya puas bnget sm produknya kurirnya juga ramah bnget,0,0,0,1,0,0
barang masih di segel dan sesuai semoga awet dipakai nya terima kasih,0,0,0,0,0,0
barang masih disegel dan ada garansi resminya pengiriman tepat waktu berfungsi dengan baik pokokny bagus,1,0,1,1,1,0
bagus sudah terima dengan aman trimakasih,1,0,0,0,1,1
bagus,1,0,0,0,1,0
barang masih segel fresh dan original,1,0,0,0,0,0
casing oppo reno cukup bagus dan berkualitas produknya sepertinya dilihat dari kualitas materialnya original tapi lumayan murah,1,1,0,0,1,0
barang bagus pengiriman cepat bagus,1,0,1,0,1,0
bagus,1,0,0,0,1,0
mantep bnget cuma seminggu sampai kalimantan utara,0,0,0,0,0,0
bagus bagus coco sesuai diskripsi yang ada,1,0,0,0,1,0
sesuai deskripsi dapet travel adaptor packing juga super aman,0,0,0,0,0,1
puas bangett kyk pegang iphone pro max layar nya,0,0,0,0,0,0
pngiriman sehari sampee the best banget,0,0,0,0,0,0
barang sesuai deskripsi seller responsif jne good job nanti saya balik lagi soal kesan pemakaian selama seminggu,0,0,1,1,1,0
walaupun awal nya ragu ragu tapi pas uda tiba dan di coba waww bnget asli bagus kamera nya pun gk kalah sama ip ip itu the best lha pokok nya semoga awet dan,1,0,0,0,1,0
bagus ori,1,0,0,0,1,0
barang bagus masih segel mantulll,1,0,0,0,1,0
barang sesuai deskripsi packing bagus cuma sayang expedisinya lambat semoga awet,1,0,1,1,1,0
bagus sekali real njir dapat paa,1,0,0,0,1,0
pengiriman cepat aman makasih,0,0,1,0,1,1
bagus segel jos,1,0,0,0,1,0
sesuai pict,0,0,0,0,0,0
susah dipake,0,0,0,0,0,0
barang mendarat dengan aman test camera,0,0,0,0,1,1
good,0,0,0,0,0,0
sudah sampai paketnya hp sambung dia paket kuiernya baik n ramah,0,0,0,1,0,0
request pa a dikirim sa,0,0,0,0,0,0
alhamdulillah nyampe dengan selamat dapat garansi digimap semoga awet terima kasih ismile terimakasih tokopedia,0,0,1,0,0,0
bagus pengiriman cepat hp original dijamin yg order disini tidak bakal nyesel,1,0,1,1,1,0
pengiriman cepat barangnya original terimakasih,1,0,1,0,1,0
bagus josss pengiriman cepatt shari sudah nyampee mendarat barang keadaan amann,1,0,1,0,1,1
recommend thanks,0,0,0,0,0,0
barang diterima dgn baik tq,0,0,0,1,0,0
barang masih segel ori new dan dapat diskon lagi,0,0,0,0,1,0
bagus responsif baik pengiriman cepat kualitas sangat baikk,1,0,1,1,1,0
woke mntabs lancar jaya dipake tinggal beli aksesorisnya aja,0,0,0,0,1,0
pemengemasan lumayan aman buble warp dan pake dus hp berfungsi semoga tidak ada kendala dan awet proses pengiriman lambat banget sudah hari baru di kirim vidio unb,0,0,1,1,1,1
terbaik,0,0,0,1,0,0
sesuai diskripsi makasih,0,0,0,0,0,0
bagus,1,0,0,0,1,0
pengiriman sesuai jadwal packing barang bagus double kardus bubble warp box masih segel barang lengkap dan aman sdh dihidupkan dan coba kabel charger bagus,1,0,0,0,1,1
bagus dapet harga promo terima kasih tokped,1,0,0,0,1,0
terbaik,0,0,0,1,0,0
barang bagus,1,0,0,0,1,0
overall bagus lah barang nya jg cepat sampe gk ada kendala,1,0,1,0,1,0
good sesuai dengan deskripsi packing aman,0,0,0,0,0,1
barang segel sesuai spek cepat responsif original,1,0,1,1,1,0
senang berbelanja dipelapak cepat aman dan terkendali,0,0,1,0,1,1
bagus,1,0,0,0,1,0
mantaapp,0,0,0,0,0,0
minta gdn tapi dikirimnya digimap,0,0,0,0,0,0
barang bagus berfungsi dengan baik pengiriman agak lambat,1,0,1,1,1,0
sangat real pict terima kasih sudah amanah,0,0,0,0,0,1
rekomend beli di sini,0,0,0,0,0,0
barang sampai dengan selamat admin ramah repeat order,0,0,1,1,0,0
pengiriman cukup cepat packaging juga aman produk sesuai dapat gift box juga semoga awet,0,0,1,0,1,1
barang bagus berfungsi sesuai deskripsi pengiriman aman,1,0,0,0,1,1
paketnya dah terima tak kurang suatu apapun barang bagus bagus keren mewah sangat lembut exklusif,1,0,0,0,1,0
pengiriman cepat packing rapi,0,0,1,0,1,1
kiriman tiba dengan aman dan selamat olshop robi bois yang amanah,0,0,1,0,0,1
barang sangat bagus banget sukses sllu ya,1,0,0,0,1,0
alhamdulillah barangnya sesuai real pokok nya the best semoga toko nya lancar bnyk pelanggan aamiin,0,0,0,0,1,0
lemot hp nya,0,0,0,0,1,0
mantappppopppp,1,0,0,0,0,0
barang sesuai ekspektasi pengiriman cepat dan tepat kurir ramah,0,0,1,1,1,0
paket aman sesuai pesanan barang ori saya suka desainnya bagus enteng mudahan awet,1,0,0,0,1,1
barang masih disegel garansi resmi semoga awet,0,0,0,0,0,0
pengiriman cepat seller cepat responsif barang sesuai mantaaaaaaaaap,0,0,1,1,1,0
nicee,0,0,0,0,0,0
responsif cepat barang original sealed hanya box wrapped lapis saja kurang proteksi,1,0,1,1,1,1
barang masih segel pengiriman lumayan cepat aman,0,0,1,0,1,1
saya kirim handphone oppo reno f yg di kirim malah solatif biji toko tidak amanah banget malah saya minta kirim uang kembalian tidak di kasih lain kali yg amanah bos k,0,0,0,1,0,1
sejauh ini sudah di terima aman sentosa tidak ada kendala packingnya lumayan tebel lain kali bisa tebel lagi pakai kayu terus sampai nya cepet jugaaa thanks semoga tidak a,0,0,0,1,1,1
sampai dengan aman barang nya pun jg amna,0,0,0,0,0,1
barang bagus packingan aman bagus,1,0,0,0,1,1
bagus,1,0,0,0,1,0
akhirnya sampai,0,0,0,0,0,0
barang masih segel original semoga awet,1,0,0,0,0,0
pengiriman sangat cepat dan produk tidak ada masalah,0,0,1,1,1,0
original garansi resmi,1,0,0,0,0,0
bagus,1,0,0,0,1,0
alhamdulillah barang sudah datang sesuai diskripsi moga awet dan tidak ada kendala,0,0,0,1,0,0
bagus responsif hpnya untuk game mobile legend sudah cukup baik cuma kalau untuk foto emang kurang natural,1,0,0,1,1,0
alhamdulillah sudah sampai dengan aman dan selamat sudah dua kali belanja hp online disini dan gk pernah ada masalah pertahankan semuanya ya min sukses terus untuk,0,0,1,0,0,1
barangnya bagus msih disegel real pict dipakai jg awet,1,0,0,0,1,0
packaging sangat amat amann kerenn,0,0,0,0,0,1
barang berfungsi dengan baik segel rapi dan original pabrik,1,0,0,1,0,1
alhamdulillah bagus banget,1,0,0,0,1,0
kekuatan jaringan kurang baik,0,0,0,1,0,0
sempet panik karena x paw patrol ternyata cuma collab makasih samsung bintang berbicara,0,0,0,0,0,0
sesuai pesanan,0,0,0,0,0,0
agak kecewa sih sama pelayanan nya beberapa kali dichatt pun hanya diread doang tidak direspon padahal saya butuh cepat request ubah pengiriman dengan biaya saya yg,0,0,1,1,1,0
barang sampai dengan selamat tidak ada kurang tidak ada cacat,1,0,1,1,0,0
sip barang ny bagus tidak diragukan lagi the best and realll,1,0,0,1,1,0
barang sudah sampai dengan selamat berfungsi dengan baik sempet was karena lambat di pihak ekspedisi nya,0,0,1,1,1,0
langsung berasa manfaatnya anak tidak bersin kek sebelumnya thanks xiaomi,0,0,0,1,0,0
barang masi segel sein bagus warnanya cakep,1,0,0,0,1,0
harga miring spek top top gadget tahun ini cs juga responsif sub brand sukses dari vivo semoga makin banyak keluarin unit bagus kedepannya,1,0,0,1,1,0
barang mulus ori packing aman dan pengiriman cepat,0,0,1,0,1,1
pertama kali order nominal gede bangeett dan trusted banget admin nya ramah dan cepat balasnya makasih banyak yahh bagus hp nya aman masih segel dan ori,1,0,1,1,1,1
pengiriman cepat paket aman karena detailnya disembunyikan seller juga bagus mitigasinya terhadap penipuan yang lagi marak dengan kasih disclaimer dulu responsif unit,1,0,1,1,1,1
bagus,1,0,0,0,1,0
barang sangat bagus dan sudah sampe paket datang nya cepat ke kaltim cmn hari,1,0,1,0,1,0
mantabssss barangnya sesuai dan awet,0,0,0,0,0,0
cakepp banget warna light blue emang sudah aku incer dari pertama ada niatan mau beli hp ini tenang aja ini aman kok karena tokonya langsung dari official samsung nya jad,0,0,0,0,0,1
barang terjamin ori,0,0,0,0,0,0
sangat puass,0,0,0,0,0,0
barang bagus sesuai seller cepat responsif mmng harsnya sperti itulah official store,1,0,1,1,1,0
pelayan nya sangat bagus pengiriman juga satset pokoe mantapppp,1,0,0,0,1,0
admin cepat responsif tapi pengiriman lumayan lambat barang segel masih fresh packing aman,0,0,1,1,1,1
semoga aweet,0,0,0,0,0,0
kualitas bagus masih segel top markotop,1,0,0,0,1,0
bagus bagus cepat bersegel asli keren lah pokoknya,1,0,1,0,1,0
barang sampai tepat waktu aman banget,0,0,1,0,0,1
aman cuma pengiriman nya aja lambat padahal sudah pakai instant tapi barang nya bagus,1,0,1,1,1,1
barang sudah diterima dengan kondisi baik,0,0,0,1,0,0
bagus,1,0,0,0,1,0
barang titipan teman hanya banru beikan saja pengiriman cepat top,0,0,1,0,1,0
pengiriman cepat dan sesuai pesanan packing rapi,0,0,1,0,1,1
barang orisinil pengemasan rapih dan aman barang masih tersegel saat datang barang berfungsi dengan baik dapat harga diskon,0,0,0,1,0,1
mantaap keren kak cuma lupa request kode sj mimin gercep cuma lambat di expedisi,0,0,1,1,1,0
bagus pengiriman cepat,1,0,1,0,1,0
alhamdulillah hp nya datang dengan sangat baik,0,0,0,1,0,0
keren pengiriman amanah msh d segel rapih,0,0,0,0,0,1
pertama kali beli di sini pengantaran dengan kurir toko sangat cepat dana man kondisi barang baik dapat harga super sale thank you seller,0,0,1,1,1,0
sampai dengan aman sudah di tes juga semoga lancar barang nya setelah di konfirmasi selesai,0,0,0,0,1,1
good quality,0,0,0,0,0,0
barang sudah saya terima responsif penjual baik cuma pengiriman sangat lambat lewat dari estimasi yg ditentukan untuk barang masih segel packing kurang tebal ada sedikit penyo,0,0,1,1,1,0
barang josjis dan cepet sampe juga toppp,0,0,0,0,0,0
bagus kurir baik top lah,1,0,0,1,1,0
produk nya asli bukan kaleng kaleng original bossq,1,0,0,0,0,0
monitor nyaa bagus bgtt sesuai ekspektasi cuman gatau itu ada titik dead pixel atau emg dari sananya begitu yaa idk,1,0,0,0,1,0
mantabbbbbbbb kerennnnnn buaaaannggeeetttttttttttttttt,0,0,0,0,0,0
alhmdulillah paketnya sudah sampai makasih sudah amanah semoga tokonya semakin rame,0,0,0,0,0,1
varian iphone sesuai pesanan kode pa unit ori mulus tidak cacat untuk pengiriman agak mengkhawatirkan saran aja pilih yg pasti pasti aja atau dicek terlebih dahulu ad,1,0,0,1,0,0
iphone garansi resmi kode ibox sesuai request,0,0,0,0,0,0
benar ori walaupun lambat nunggu tapi meyakinkan lah hp nya bagus aman pekingannya dan sesuai deh pokoknya mantullll,1,0,1,1,1,1
bagus barang terkirim dgn waktu hari cukup baik cuma kurang di bublewrap g full boxx jdi masih ada space utk terguncang tapi okelah,1,0,0,1,1,1
barang ori berfungsi dg baik ty seller hpnya ini lg dpake jadi tidak bs foto,0,0,0,1,0,0
tepat waktu sesuai pesanan berfungsi dng baik keren banget lah,0,0,1,1,0,0
saat sampai barang berfungsi dengan baik pengiriman aman sesuai spesifikasi original,1,0,0,1,0,1
barang sesuai harapan thanks saller,0,0,0,0,0,0
bagus skali hpnya nda ada yg lecet,1,0,0,0,1,0
puas bnget hp original sampai dengan selamat,1,0,1,0,0,0
barang original dan bergaransi resmi,1,0,0,0,0,0
bagus,1,0,0,0,1,0
sunggu luar biasa sekali admin dan pengirimannya sesuai waktunya packing nya aman banget terimakasih semoga langganan beli disini makasih banyak,0,0,0,0,0,1
bagus sesuai ekspetasi satset garansinya sdh pasti bagus trimakasih seller,1,0,0,0,1,0
samsung a g smartphone yg melebihi ekspektasi overall setelah hari pake masih benar ngrasa puas banget ambil smartphone ini,0,0,0,0,0,0
barang sesuai dalam keadaan baik reseller gercep,0,0,0,1,0,0
spill barang gemesh follow tiktok deaputriskandar,0,0,0,0,0,0
bagus,1,0,0,0,1,0
mantaaaapppppzzzz top markotop,0,0,0,0,0,0
bagus,1,0,0,0,1,0
pngriman cepat hp ny bagus bngt gk ada lecet pun full baru,1,0,1,0,1,0
bagus,1,0,0,0,1,0
bagus,1,0,0,0,1,0
bagus pengirimannya cepat juga seharian mlm kirim jam nyampe adikku suka,1,0,1,0,1,0
bagus banget,1,0,0,0,1,0
bagus bngt ori tadinya sempet kawatir takut yg dateng bulan hp taunya tokoh ini amanah sukses terus untuk tokohnya dan sellernya,1,0,0,0,1,1
bagus lengkap dapet gift nya juga,1,0,0,0,1,0
barang original asli dijamin tidak mengecewakan dan terimakasih atas gift nya semoga awet sesuai dengan ekspektasi amin,1,0,0,1,0,0
alhamdulillah sampai dengan peking rapih awal nya sempat takut gk sesuai ternyta sebagus bgttt kaya nha bakal co lg,1,0,0,0,1,1
goodsaller,0,0,0,0,0,0
alhmdllh barang sesuai dan bagus,1,0,0,0,1,0
barang sampai dengan selamat pengiriman cepat thanks,0,0,1,0,1,0
barang sampai dirumah dalam keadaan baik dan berfingsi dengan baik top seller jangan ragu lagi berbelanja disini,0,0,0,1,1,0
ckup puas beli dsini bubble wrap tebel nama paket jg dirahasiakan adminnya komunikatif mungkin wraping plastik beningny bisa lebih rapi karena karena mmpengaruhi kpe,0,0,0,0,0,1
sesuai,0,0,0,0,0,0
keren pesan hari ini besoknya sampai,0,0,0,0,0,0
